id,numero_empleado,fecha_baja,tipo,motivo,descripcion,observaciones,fecha_creacion
4177,2526,2025-06-05,Baja,Otra razón,,Voluntaria,2025-11-28T11:43:53.034118+00:00
4178,2543,2025-06-09,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4179,2091,2025-06-10,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4180,2201,2025-06-10,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4181,1124,2025-06-12,Baja,Otro trabajo mejor compensado,,,2025-11-28T11:43:53.034118+00:00
4182,2564,2025-06-13,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4183,2574,2025-06-13,Baja,Rescisión por disciplina,,,2025-11-28T11:43:53.034118+00:00
4184,2655,2025-06-14,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4185,2652,2025-06-16,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4186,2586,2025-06-17,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4187,2635,2025-06-17,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4188,2616,2025-06-18,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4189,2666,2025-06-18,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4190,2471,2025-06-23,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4191,2599,2025-06-23,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4192,2689,2025-06-29,Baja,Abandono / No regresó,,Baja con fecha del 03/07/2025,2025-11-28T11:43:53.034118+00:00
4193,1882,2025-06-30,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4194,2208,2025-06-30,Baja,Rescisión por desempeño,,,2025-11-28T11:43:53.034118+00:00
4195,2623,2025-06-30,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4196,2677,2025-06-30,Baja,Abandono / No regresó,,?rea Surtido,2025-11-28T11:43:53.034118+00:00
4197,2622,2025-07-01,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4198,2685,2025-07-01,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4199,2541,2025-07-02,Baja,Rescisión por disciplina,,,2025-11-28T11:43:53.034118+00:00
4200,2602,2025-07-03,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4201,2625,2025-07-03,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4202,2634,2025-07-04,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4203,2674,2025-07-04,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4204,2017,2025-07-06,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4205,2018,2025-07-08,Baja,Rescisión por desempeño,,,2025-11-28T11:43:53.034118+00:00
4206,2175,2025-07-11,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4207,2695,2025-07-13,Baja,Abandono / No regresó,,Sin cuenta bancaria,2025-11-28T11:43:53.034118+00:00
4208,1864,2025-07-16,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4209,2690,2025-07-16,Baja,Rescisión por disciplina,,fue renuncia rescisi?n de cont,2025-11-28T11:43:53.034118+00:00
4210,2698,2025-07-18,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4211,2628,2025-07-21,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4212,2597,2025-07-22,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4213,2618,2025-07-22,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4214,2684,2025-07-22,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4215,2473,2025-07-24,Baja,Rescisión por desempeño,,,2025-11-28T11:43:53.034118+00:00
4216,2527,2025-07-24,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4217,2609,2025-07-24,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4218,2679,2025-07-24,Baja,Rescisión por disciplina,,Presento receta falsa.,2025-11-28T11:43:53.034118+00:00
4219,2669,2025-07-25,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4220,2370,2025-07-29,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4221,2675,2025-07-30,Baja,Cambio de ciudad,,Renuncia voluntaria,2025-11-28T11:43:53.034118+00:00
4222,2683,2025-07-30,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4223,2701,2025-07-31,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4224,2700,2025-08-02,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4225,2707,2025-08-02,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4226,2668,2025-08-05,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4227,2198,2025-08-06,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4228,2711,2025-08-07,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4229,2648,2025-08-08,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4230,2713,2025-08-08,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4231,2287,2025-08-12,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4232,2697,2025-08-14,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4233,2727,2025-08-17,Baja,Abandono / No regresó,,Sin cta bancaria.,2025-11-28T11:43:53.034118+00:00
4234,2732,2025-08-17,Baja,Abandono / No regresó,,No se cuenta con cta bancaria.,2025-11-28T11:43:53.034118+00:00
4235,2478,2025-08-18,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4236,1850,2025-08-23,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4237,2011,2025-08-27,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
3019,2517,2025-01-06,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.015+00:00
4238,2662,2025-08-27,Baja,Otra razón,,RENUNCIA VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4239,2340,2025-08-28,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4240,2673,2025-08-28,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4241,2641,2025-08-29,Baja,Otro trabajo mejor compensado,,,2025-11-28T11:43:53.034118+00:00
4242,2712,2025-08-29,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4243,2439,2025-09-02,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4244,2708,2025-09-02,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4245,2720,2025-09-04,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4246,1171,2025-09-05,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4247,2606,2025-09-05,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4248,2651,2025-09-12,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4249,2653,2025-09-12,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4250,2678,2025-09-15,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4251,2664,2025-09-18,Baja,Rescisión por desempeño,,,2025-11-28T11:43:53.034118+00:00
4252,1013,2025-09-19,Baja,Otra razón,,RENUNCIA VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4253,2611,2025-09-20,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4254,2593,2025-09-23,Baja,Otra razón,,Renuncia Voluntaria,2025-11-28T11:43:53.034118+00:00
4255,2687,2025-09-24,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
3020,1855,2025-01-07,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.015+00:00
3021,137,2025-01-14,Baja,Rescisión por desempeño,Rescisi?n de contrat,,2025-11-01T21:13:10.015+00:00
3022,2310,2025-01-14,Baja,Rescisión por desempeño,Rescisi?n de contrat,+4 FALTAS EN EL MES,2025-11-01T21:13:10.015+00:00
3023,2048,2025-01-15,Baja,Otro trabajo mejor compensado,Separaci?n voluntari,,2025-11-01T21:13:10.015+00:00
3024,2204,2025-01-17,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.015+00:00
3025,2535,2025-01-17,Baja,Rescisión por disciplina,Rescisi?n de contrat,+4 FALTAS,2025-11-01T21:13:10.015+00:00
3026,2548,2025-01-19,Baja,Abandono / No regresó,Abandono de empleo,NO SE CUENTA CON TARJETA BANCA,2025-11-01T21:13:10.015+00:00
3027,1581,2025-01-24,Baja,Otro trabajo mejor compensado,Separaci?n voluntari,,2025-11-01T21:13:10.015+00:00
3028,2401,2025-01-24,Baja,Otro trabajo mejor compensado,Separaci?n voluntari,,2025-11-01T21:13:10.015+00:00
3029,2379,2025-01-28,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.015+00:00
3030,2520,2025-01-28,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.015+00:00
3031,2531,2025-01-28,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.015+00:00
3032,2455,2025-01-30,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.015+00:00
3033,2545,2025-01-30,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.015+00:00
3034,2554,2025-01-30,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.015+00:00
3035,2555,2025-01-30,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.015+00:00
3036,2560,2025-02-02,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.015+00:00
3037,2161,2025-02-04,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.015+00:00
3038,2339,2025-02-04,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.015+00:00
3039,1444,2025-02-06,Baja,Rescisión por desempeño,Rescisi?n de contrat,,2025-11-01T21:13:10.015+00:00
3040,2462,2025-02-07,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.015+00:00
3041,2565,2025-02-09,Baja,Abandono / No regresó,Abandono de empleo,No se cuenta con cuenta bancar,2025-11-01T21:13:10.015+00:00
3042,2171,2025-02-10,Baja,Rescisión por desempeño,Rescisi?n de contrat,,2025-11-01T21:13:10.015+00:00
3043,2451,2025-02-10,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.015+00:00
3044,2542,2025-02-10,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.015+00:00
3045,2544,2025-02-11,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.015+00:00
3046,2578,2025-02-16,Baja,Abandono / No regresó,Abandono de empleo,No se cuenta con cta bancaria.,2025-11-01T21:13:10.015+00:00
3047,2556,2025-02-17,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.015+00:00
3048,2558,2025-02-17,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.015+00:00
3049,2522,2025-02-18,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.015+00:00
3050,2524,2025-02-20,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.015+00:00
3051,1962,2025-02-21,Baja,Rescisión por desempeño,Rescisi?n de contrat,,2025-11-01T21:13:10.015+00:00
3052,2584,2025-02-22,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.015+00:00
3053,2587,2025-02-23,Baja,Abandono / No regresó,Abandono de empleo,No se cuenta con cuenta bancar,2025-11-01T21:13:10.015+00:00
3054,1969,2025-02-24,Baja,Rescisión por desempeño,Rescisi?n de contrat,,2025-11-01T21:13:10.015+00:00
3055,2119,2025-02-24,Baja,Rescisión por disciplina,Rescisi?n de contrat,,2025-11-01T21:13:10.015+00:00
3056,2297,2025-02-26,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.015+00:00
3057,2567,2025-02-26,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.015+00:00
3058,2579,2025-03-02,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.016+00:00
3059,2326,2025-03-03,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3060,2569,2025-03-06,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3061,2444,2025-03-07,Baja,No le gustó el ambiente,Separaci?n voluntari,,2025-11-01T21:13:10.016+00:00
3062,2573,2025-03-09,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.016+00:00
3063,2485,2025-03-10,Baja,Rescisión por desempeño,Rescisi?n de contrat,,2025-11-01T21:13:10.016+00:00
3064,2557,2025-03-11,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.016+00:00
3065,2582,2025-03-12,Baja,Rescisión por disciplina,Rescisi?n de contrat,Probidad y honradez ya que tra,2025-11-01T21:13:10.016+00:00
3066,2605,2025-03-16,Baja,Abandono / No regresó,Abandono de empleo,Sin cuenta bancaria.,2025-11-01T21:13:10.016+00:00
3067,2607,2025-03-16,Baja,Abandono / No regresó,Abandono de empleo,Sin cuenta bancaria.,2025-11-01T21:13:10.016+00:00
3068,2608,2025-03-16,Baja,Abandono / No regresó,Abandono de empleo,Sin cuenta bancaria.,2025-11-01T21:13:10.016+00:00
3069,2568,2025-03-18,Baja,Otra razón,Otra,Voluntaria,2025-11-01T21:13:10.016+00:00
3070,2080,2025-03-20,Baja,Rescisión por desempeño,Rescisi?n de contrat,,2025-11-01T21:13:10.016+00:00
3071,2589,2025-03-22,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.016+00:00
3072,2612,2025-03-30,Baja,Otra razón,Otra,Voluntaira; no se cuenta con t,2025-11-01T21:13:10.016+00:00
3073,2613,2025-03-30,Baja,Otra razón,Otra,voluntaria; no se cuenta con c,2025-11-01T21:13:10.016+00:00
3074,2614,2025-03-30,Baja,Otra razón,Otra,Voluntaria; no se cuenta con t,2025-11-01T21:13:10.016+00:00
3075,2615,2025-03-30,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.016+00:00
3076,2617,2025-03-30,Baja,Abandono / No regresó,Abandono de empleo,No se cuenta con tarjeta banca,2025-11-01T21:13:10.016+00:00
3077,2486,2025-03-31,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3078,2488,2025-03-31,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3079,2489,2025-03-31,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3080,2559,2025-03-31,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.016+00:00
3081,2562,2025-03-31,Baja,Otra razón,Otra,Voluntaria,2025-11-01T21:13:10.016+00:00
3082,2078,2025-04-01,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3083,2369,2025-04-02,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3084,2495,2025-04-07,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3085,2621,2025-04-10,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3086,2627,2025-04-10,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3087,2354,2025-04-11,Baja,No le gustaron las instalaciones,Separaci?n voluntari,,2025-11-01T21:13:10.016+00:00
3089,2632,2025-04-13,Baja,Otro trabajo mejor compensado,Separaci?n voluntari,,2025-11-01T21:13:10.016+00:00
3090,18,2025-04-15,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3091,2088,2025-04-22,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3092,2292,2025-04-25,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3093,2511,2025-04-25,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3094,2633,2025-04-26,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3095,2629,2025-04-28,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3096,2139,2025-05-02,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3097,2525,2025-05-02,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3098,2592,2025-05-06,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3099,2583,2025-05-07,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3100,2566,2025-05-09,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3101,2598,2025-05-10,Baja,Abandono / No regresó,Abandono de empleo,4 faltas en un periodo de 30 d,2025-11-01T21:13:10.016+00:00
3102,2577,2025-05-12,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3103,2642,2025-05-12,Baja,Rescisión por disciplina,Rescisi?n de contrat,,2025-11-01T21:13:10.016+00:00
3104,1947,2025-05-13,Baja,Rescisión por desempeño,Rescisi?n de contrat,,2025-11-01T21:13:10.016+00:00
3105,2477,2025-05-13,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3106,2630,2025-05-15,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3107,2283,2025-05-16,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3108,2638,2025-05-16,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.016+00:00
3109,1407,2025-05-19,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3110,2400,2025-05-22,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3111,1568,2025-05-23,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3112,2534,2025-05-23,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3113,2646,2025-05-23,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.016+00:00
3114,2595,2025-05-24,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3115,2596,2025-05-24,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3116,2591,2025-05-25,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3117,2178,2025-05-27,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3118,2446,2025-05-27,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3119,2338,2025-05-29,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3120,2619,2025-05-30,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3121,2504,2025-05-31,Baja,Otra razón,Otra,Voluntaria,2025-11-01T21:13:10.016+00:00
3122,2505,2025-05-31,Baja,Otro trabajo mejor compensado,Separaci?n voluntari,,2025-11-01T21:13:10.016+00:00
3123,2533,2025-05-31,Baja,Otra razón,Otra,Voluntario,2025-11-01T21:13:10.016+00:00
3124,2656,2025-05-31,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.016+00:00
3125,2576,2025-06-03,Baja,Otro trabajo mejor compensado,Separaci?n voluntari,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3126,2526,2025-06-05,Baja,Otra razón,Otra,Voluntaria,2025-11-01T21:13:10.016+00:00
3127,2543,2025-06-09,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3128,2091,2025-06-10,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3129,2201,2025-06-10,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3130,1124,2025-06-12,Baja,Otro trabajo mejor compensado,Separaci?n voluntari,,2025-11-01T21:13:10.016+00:00
3131,2564,2025-06-13,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3132,2574,2025-06-13,Baja,Rescisión por disciplina,Rescisi?n de contrat,,2025-11-01T21:13:10.016+00:00
3133,2655,2025-06-14,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.016+00:00
3134,2652,2025-06-16,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.016+00:00
3135,2586,2025-06-17,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3136,2635,2025-06-17,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.016+00:00
3137,2616,2025-06-18,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.016+00:00
3138,2666,2025-06-18,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.016+00:00
3139,2471,2025-06-23,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3140,2599,2025-06-23,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3141,2689,2025-06-29,Baja,Abandono / No regresó,Abandono de empleo,Baja con fecha del 03/07/2025 ,2025-11-01T21:13:10.016+00:00
3142,1882,2025-06-30,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3143,2208,2025-06-30,Baja,Rescisión por desempeño,Rescisi?n de contrat,,2025-11-01T21:13:10.016+00:00
3144,2623,2025-06-30,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3145,2677,2025-06-30,Baja,Abandono / No regresó,Abandono de empleo,?rea Surtido,2025-11-01T21:13:10.016+00:00
3146,2622,2025-07-01,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3147,2685,2025-07-01,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3148,2541,2025-07-02,Baja,Rescisión por disciplina,Rescisi?n de contrat,,2025-11-01T21:13:10.016+00:00
3149,2602,2025-07-03,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3150,2625,2025-07-03,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3151,2634,2025-07-04,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3152,2674,2025-07-04,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3153,2017,2025-07-06,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3154,2018,2025-07-08,Baja,Rescisión por desempeño,Rescisi?n de contrat,,2025-11-01T21:13:10.016+00:00
3155,2175,2025-07-11,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3156,2695,2025-07-13,Baja,Abandono / No regresó,Abandono de empleo,Sin cuenta bancaria,2025-11-01T21:13:10.016+00:00
3157,1864,2025-07-16,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3158,2690,2025-07-16,Baja,Rescisión por disciplina,Rescisi?n de contrat,fue renuncia rescisi?n de cont,2025-11-01T21:13:10.016+00:00
3159,2698,2025-07-18,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.016+00:00
3160,2628,2025-07-21,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3161,2597,2025-07-22,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3162,2618,2025-07-22,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3163,2684,2025-07-22,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3164,2473,2025-07-24,Baja,Rescisión por desempeño,Rescisi?n de contrat,,2025-11-01T21:13:10.016+00:00
3165,2527,2025-07-24,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3166,2609,2025-07-24,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3167,2679,2025-07-24,Baja,Rescisión por disciplina,Rescisi?n de contrat,Presento receta falsa.,2025-11-01T21:13:10.016+00:00
3168,2669,2025-07-25,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3169,2370,2025-07-29,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3171,2683,2025-07-30,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3172,2701,2025-07-31,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.016+00:00
3173,2700,2025-08-02,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.016+00:00
3174,2707,2025-08-02,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.016+00:00
3175,2668,2025-08-05,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3176,2198,2025-08-06,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3177,2711,2025-08-07,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3178,2648,2025-08-08,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3179,2713,2025-08-08,Baja,Abandono / No regresó,Abandono de empleo,,2025-11-01T21:13:10.016+00:00
3180,2287,2025-08-12,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3181,2697,2025-08-14,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3182,2727,2025-08-17,Baja,Abandono / No regresó,Abandono de empleo,Sin cta bancaria.,2025-11-01T21:13:10.016+00:00
3183,2732,2025-08-17,Baja,Abandono / No regresó,Abandono de empleo,No se cuenta con cta bancaria.,2025-11-01T21:13:10.016+00:00
3184,2478,2025-08-18,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3185,1850,2025-08-23,Baja,Término del contrato,T?rmino del contrato,,2025-11-01T21:13:10.016+00:00
3187,2662,2025-08-27,Baja,Otra razón,Otra,RENUNCIA VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3188,2340,2025-08-28,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3189,2673,2025-08-28,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
3190,2641,2025-08-29,Baja,Otro trabajo mejor compensado,Separaci?n voluntari,,2025-11-01T21:13:10.016+00:00
3191,2712,2025-08-29,Baja,Otra razón,Otra,VOLUNTARIA,2025-11-01T21:13:10.016+00:00
