id,numero_empleado,fecha_baja,tipo,motivo,descripcion,observaciones,fecha_creacion
3904,2582,2025-03-12,Baja,Rescisión por disciplina,,Probidad y honradez ya que tra,2025-11-20T16:30:15.48161+00:00
3905,2605,2025-03-16,Baja,Abandono / No regresó,,Sin cuenta bancaria.,2025-11-20T16:30:15.48161+00:00
3906,2607,2025-03-16,Baja,Abandono / No regresó,,Sin cuenta bancaria.,2025-11-20T16:30:15.48161+00:00
3907,2608,2025-03-16,Baja,Abandono / No regresó,,Sin cuenta bancaria.,2025-11-20T16:30:15.48161+00:00
3908,2568,2025-03-18,Baja,Otra razón,,Voluntaria,2025-11-20T16:30:15.48161+00:00
3909,2080,2025-03-20,Baja,Rescisión por desempeño,,,2025-11-20T16:30:15.48161+00:00
3910,2589,2025-03-22,Baja,Abandono / No regresó,,,2025-11-20T16:30:15.48161+00:00
3911,2612,2025-03-30,Baja,Otra razón,,Voluntaira; no se cuenta con t,2025-11-20T16:30:15.48161+00:00
3912,2613,2025-03-30,Baja,Otra razón,,voluntaria; no se cuenta con c,2025-11-20T16:30:15.48161+00:00
3913,2614,2025-03-30,Baja,Otra razón,,Voluntaria; no se cuenta con t,2025-11-20T16:30:15.48161+00:00
3914,2615,2025-03-30,Baja,Abandono / No regresó,,,2025-11-20T16:30:15.48161+00:00
3915,2617,2025-03-30,Baja,Abandono / No regresó,,No se cuenta con tarjeta banca,2025-11-20T16:30:15.48161+00:00
3916,2486,2025-03-31,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
3917,2488,2025-03-31,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
3918,2489,2025-03-31,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
3919,2559,2025-03-31,Baja,Abandono / No regresó,,,2025-11-20T16:30:15.48161+00:00
3920,2562,2025-03-31,Baja,Otra razón,,Voluntaria,2025-11-20T16:30:15.48161+00:00
3921,2078,2025-04-01,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3922,2369,2025-04-02,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
3923,2495,2025-04-07,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3924,2621,2025-04-10,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3925,2627,2025-04-10,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3926,2354,2025-04-11,Baja,No le gustaron las instalaciones,,,2025-11-20T16:30:15.48161+00:00
3928,2632,2025-04-13,Baja,Otro trabajo mejor compensado,,,2025-11-20T16:30:15.48161+00:00
3929,18,2025-04-15,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3930,2088,2025-04-22,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3931,2292,2025-04-25,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
3932,2511,2025-04-25,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
3933,2633,2025-04-26,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3934,2629,2025-04-28,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3935,2139,2025-05-02,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
3936,2525,2025-05-02,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3937,2592,2025-05-06,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3938,2583,2025-05-07,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
3939,2566,2025-05-09,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3940,2598,2025-05-10,Baja,Abandono / No regresó,,4 faltas en un periodo de 30 d,2025-11-20T16:30:15.48161+00:00
3941,2577,2025-05-12,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
3942,2642,2025-05-12,Baja,Rescisión por disciplina,,,2025-11-20T16:30:15.48161+00:00
3943,1947,2025-05-13,Baja,Rescisión por desempeño,,,2025-11-20T16:30:15.48161+00:00
3944,2477,2025-05-13,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3945,2630,2025-05-15,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3946,2283,2025-05-16,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3947,2638,2025-05-16,Baja,Abandono / No regresó,,,2025-11-20T16:30:15.48161+00:00
3948,1407,2025-05-19,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
3949,2400,2025-05-22,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3950,1568,2025-05-23,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3951,2534,2025-05-23,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
3952,2646,2025-05-23,Baja,Abandono / No regresó,,,2025-11-20T16:30:15.48161+00:00
3953,2595,2025-05-24,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
3954,2596,2025-05-24,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
3955,2591,2025-05-25,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
3956,2178,2025-05-27,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3957,2446,2025-05-27,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3958,2338,2025-05-29,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3959,2619,2025-05-30,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3960,2504,2025-05-31,Baja,Otra razón,,Voluntaria,2025-11-20T16:30:15.48161+00:00
3961,2505,2025-05-31,Baja,Otro trabajo mejor compensado,,,2025-11-20T16:30:15.48161+00:00
3962,2533,2025-05-31,Baja,Otra razón,,Voluntario,2025-11-20T16:30:15.48161+00:00
3963,2656,2025-05-31,Baja,Abandono / No regresó,,,2025-11-20T16:30:15.48161+00:00
3964,2576,2025-06-03,Baja,Otro trabajo mejor compensado,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3965,2526,2025-06-05,Baja,Otra razón,,Voluntaria,2025-11-20T16:30:15.48161+00:00
3966,2543,2025-06-09,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3967,2091,2025-06-10,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3968,2201,2025-06-10,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3969,1124,2025-06-12,Baja,Otro trabajo mejor compensado,,,2025-11-20T16:30:15.48161+00:00
3970,2564,2025-06-13,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
3971,2574,2025-06-13,Baja,Rescisión por disciplina,,,2025-11-20T16:30:15.48161+00:00
3972,2655,2025-06-14,Baja,Abandono / No regresó,,,2025-11-20T16:30:15.48161+00:00
3973,2652,2025-06-16,Baja,Abandono / No regresó,,,2025-11-20T16:30:15.48161+00:00
3974,2586,2025-06-17,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
3975,2635,2025-06-17,Baja,Abandono / No regresó,,,2025-11-20T16:30:15.48161+00:00
3976,2616,2025-06-18,Baja,Abandono / No regresó,,,2025-11-20T16:30:15.48161+00:00
3977,2666,2025-06-18,Baja,Abandono / No regresó,,,2025-11-20T16:30:15.48161+00:00
3978,2471,2025-06-23,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3979,2599,2025-06-23,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3980,2689,2025-06-29,Baja,Abandono / No regresó,,Baja con fecha del 03/07/2025,2025-11-20T16:30:15.48161+00:00
3981,1882,2025-06-30,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3982,2208,2025-06-30,Baja,Rescisión por desempeño,,,2025-11-20T16:30:15.48161+00:00
3983,2623,2025-06-30,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
3984,2677,2025-06-30,Baja,Abandono / No regresó,,?rea Surtido,2025-11-20T16:30:15.48161+00:00
3985,2622,2025-07-01,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
3986,2685,2025-07-01,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3987,2541,2025-07-02,Baja,Rescisión por disciplina,,,2025-11-20T16:30:15.48161+00:00
3988,2602,2025-07-03,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3989,2625,2025-07-03,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
3990,2634,2025-07-04,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
3991,2674,2025-07-04,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
3992,2017,2025-07-06,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3993,2018,2025-07-08,Baja,Rescisión por desempeño,,,2025-11-20T16:30:15.48161+00:00
3994,2175,2025-07-11,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3995,2695,2025-07-13,Baja,Abandono / No regresó,,Sin cuenta bancaria,2025-11-20T16:30:15.48161+00:00
3996,1864,2025-07-16,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
3997,2690,2025-07-16,Baja,Rescisión por disciplina,,fue renuncia rescisi?n de cont,2025-11-20T16:30:15.48161+00:00
3998,2698,2025-07-18,Baja,Abandono / No regresó,,,2025-11-20T16:30:15.48161+00:00
3999,2628,2025-07-21,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
4000,2597,2025-07-22,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
4001,2618,2025-07-22,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
4002,2684,2025-07-22,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
4003,2473,2025-07-24,Baja,Rescisión por desempeño,,,2025-11-20T16:30:15.48161+00:00
4004,2527,2025-07-24,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
4005,2609,2025-07-24,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
4006,2679,2025-07-24,Baja,Rescisión por disciplina,,Presento receta falsa.,2025-11-20T16:30:15.48161+00:00
4007,2669,2025-07-25,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
4008,2370,2025-07-29,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
4010,2683,2025-07-30,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
4011,2701,2025-07-31,Baja,Abandono / No regresó,,,2025-11-20T16:30:15.48161+00:00
4012,2700,2025-08-02,Baja,Abandono / No regresó,,,2025-11-20T16:30:15.48161+00:00
4013,2707,2025-08-02,Baja,Abandono / No regresó,,,2025-11-20T16:30:15.48161+00:00
4014,2668,2025-08-05,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
4015,2198,2025-08-06,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
4016,2711,2025-08-07,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
4017,2648,2025-08-08,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
4018,2713,2025-08-08,Baja,Abandono / No regresó,,,2025-11-20T16:30:15.48161+00:00
4019,2287,2025-08-12,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
4020,2697,2025-08-14,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
4021,2727,2025-08-17,Baja,Abandono / No regresó,,Sin cta bancaria.,2025-11-20T16:30:15.48161+00:00
4022,2732,2025-08-17,Baja,Abandono / No regresó,,No se cuenta con cta bancaria.,2025-11-20T16:30:15.48161+00:00
4023,2478,2025-08-18,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
4024,1850,2025-08-23,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
4025,2011,2025-08-27,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
4026,2662,2025-08-27,Baja,Otra razón,,RENUNCIA VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
4027,2340,2025-08-28,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
4028,2673,2025-08-28,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
4029,2641,2025-08-29,Baja,Otro trabajo mejor compensado,,,2025-11-20T16:30:15.48161+00:00
4030,2712,2025-08-29,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
4031,2439,2025-09-02,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
4032,2708,2025-09-02,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
4033,2720,2025-09-04,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
4034,1171,2025-09-05,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
4035,2606,2025-09-05,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
4036,2651,2025-09-12,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
4037,2653,2025-09-12,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
4038,2678,2025-09-15,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
4039,2664,2025-09-18,Baja,Rescisión por desempeño,,,2025-11-20T16:30:15.48161+00:00
4040,1013,2025-09-19,Baja,Otra razón,,RENUNCIA VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
4041,2611,2025-09-20,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
4042,2593,2025-09-23,Baja,Otra razón,,Renuncia Voluntaria,2025-11-20T16:30:15.48161+00:00
4043,2687,2025-09-24,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
4044,2676,2025-09-26,Baja,Abandono / No regresó,,,2025-11-20T16:30:15.48161+00:00
4045,2734,2025-09-26,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
4047,2348,2025-09-29,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
4048,2658,2025-09-30,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
4049,2373,2025-10-01,Baja,Otra razón,,VOLUNTARIA,2025-11-20T16:30:15.48161+00:00
4050,2480,2025-10-06,Baja,Otra razón,,Voluntaria,2025-11-20T16:30:15.48161+00:00
4051,2737,2025-10-06,Baja,Otra razón,,Voluntaria,2025-11-20T16:30:15.48161+00:00
4052,2277,2025-10-07,Baja,Otro trabajo mejor compensado,,,2025-11-20T16:30:15.48161+00:00
4053,2752,2025-10-07,Baja,Abandono / No regresó,,,2025-11-20T16:30:15.48161+00:00
4054,2756,2025-10-13,Baja,Abandono / No regresó,,,2025-11-20T16:30:15.48161+00:00
4055,2762,2025-10-19,Baja,Abandono / No regresó,,,2025-11-20T16:30:15.48161+00:00
4056,2755,2025-10-25,Baja,Abandono / No regresó,,,2025-11-20T16:30:15.48161+00:00
4057,2765,2025-10-25,Baja,Abandono / No regresó,,,2025-11-20T16:30:15.48161+00:00
4059,2706,2025-10-27,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
4060,2760,2025-10-28,Baja,Abandono / No regresó,,,2025-11-20T16:30:15.48161+00:00
4061,2753,2025-10-30,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
4062,2761,2025-10-30,Baja,Abandono / No regresó,,,2025-11-20T16:30:15.48161+00:00
4064,2643,2025-10-31,Baja,Rescisión por desempeño,,,2025-11-20T16:30:15.48161+00:00
4065,2766,2025-11-01,Baja,Abandono / No regresó,,,2025-11-20T16:30:15.48161+00:00
4066,2518,2025-11-03,Baja,Rescisión por desempeño,,"Por constantes faltas, constan",2025-11-20T16:30:15.48161+00:00
4067,2585,2025-11-04,Baja,Rescisión por desempeño,,Por constantes faltas y mala a,2025-11-20T16:30:15.48161+00:00
4068,1130,2025-11-15,Baja,Término del contrato,,,2025-11-20T16:30:15.48161+00:00
4069,2771,2025-11-16,Baja,Abandono / No regresó,,Sin cuenta bancaria.,2025-11-20T16:30:15.48161+00:00
4070,2517,2025-01-06,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4071,1855,2025-01-07,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4072,137,2025-01-14,Baja,Rescisión por desempeño,,,2025-11-28T11:43:53.034118+00:00
4073,2310,2025-01-14,Baja,Rescisión por desempeño,,+4 FALTAS EN EL MES,2025-11-28T11:43:53.034118+00:00
4074,2048,2025-01-15,Baja,Otro trabajo mejor compensado,,,2025-11-28T11:43:53.034118+00:00
4075,2204,2025-01-17,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4076,2535,2025-01-17,Baja,Rescisión por disciplina,,+4 FALTAS,2025-11-28T11:43:53.034118+00:00
4077,2548,2025-01-19,Baja,Abandono / No regresó,,NO SE CUENTA CON TARJETA BANCA,2025-11-28T11:43:53.034118+00:00
4078,1581,2025-01-24,Baja,Otro trabajo mejor compensado,,,2025-11-28T11:43:53.034118+00:00
4079,2401,2025-01-24,Baja,Otro trabajo mejor compensado,,,2025-11-28T11:43:53.034118+00:00
4080,2379,2025-01-28,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4081,2520,2025-01-28,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4082,2531,2025-01-28,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4083,2455,2025-01-30,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4084,2545,2025-01-30,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4085,2554,2025-01-30,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4086,2555,2025-01-30,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4087,2560,2025-02-02,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4088,2161,2025-02-04,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4089,2339,2025-02-04,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4090,1444,2025-02-06,Baja,Rescisión por desempeño,,,2025-11-28T11:43:53.034118+00:00
4091,2462,2025-02-07,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4092,2565,2025-02-09,Baja,Abandono / No regresó,,No se cuenta con cuenta bancar,2025-11-28T11:43:53.034118+00:00
4093,2171,2025-02-10,Baja,Rescisión por desempeño,,,2025-11-28T11:43:53.034118+00:00
4094,2451,2025-02-10,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4095,2542,2025-02-10,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4096,2544,2025-02-11,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4097,2578,2025-02-16,Baja,Abandono / No regresó,,No se cuenta con cta bancaria.,2025-11-28T11:43:53.034118+00:00
4098,2556,2025-02-17,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4099,2558,2025-02-17,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4100,2522,2025-02-18,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4101,2524,2025-02-20,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4102,1962,2025-02-21,Baja,Rescisión por desempeño,,,2025-11-28T11:43:53.034118+00:00
4103,2584,2025-02-22,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4104,2587,2025-02-23,Baja,Abandono / No regresó,,No se cuenta con cuenta bancar,2025-11-28T11:43:53.034118+00:00
4105,1969,2025-02-24,Baja,Rescisión por desempeño,,,2025-11-28T11:43:53.034118+00:00
4106,2119,2025-02-24,Baja,Rescisión por disciplina,,,2025-11-28T11:43:53.034118+00:00
4107,2297,2025-02-26,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4108,2567,2025-02-26,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4109,2579,2025-03-02,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4110,2326,2025-03-03,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4111,2569,2025-03-06,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4112,2444,2025-03-07,Baja,No le gustó el ambiente,,,2025-11-28T11:43:53.034118+00:00
4113,2573,2025-03-09,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4114,2485,2025-03-10,Baja,Rescisión por desempeño,,,2025-11-28T11:43:53.034118+00:00
4115,2557,2025-03-11,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4116,2582,2025-03-12,Baja,Rescisión por disciplina,,Probidad y honradez ya que tra,2025-11-28T11:43:53.034118+00:00
4117,2605,2025-03-16,Baja,Abandono / No regresó,,Sin cuenta bancaria.,2025-11-28T11:43:53.034118+00:00
4118,2607,2025-03-16,Baja,Abandono / No regresó,,Sin cuenta bancaria.,2025-11-28T11:43:53.034118+00:00
4119,2608,2025-03-16,Baja,Abandono / No regresó,,Sin cuenta bancaria.,2025-11-28T11:43:53.034118+00:00
4120,2568,2025-03-18,Baja,Otra razón,,Voluntaria,2025-11-28T11:43:53.034118+00:00
4121,2080,2025-03-20,Baja,Rescisión por desempeño,,,2025-11-28T11:43:53.034118+00:00
4122,2589,2025-03-22,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4123,2612,2025-03-30,Baja,Otra razón,,Voluntaira; no se cuenta con t,2025-11-28T11:43:53.034118+00:00
4124,2613,2025-03-30,Baja,Otra razón,,voluntaria; no se cuenta con c,2025-11-28T11:43:53.034118+00:00
4125,2614,2025-03-30,Baja,Otra razón,,Voluntaria; no se cuenta con t,2025-11-28T11:43:53.034118+00:00
4126,2615,2025-03-30,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4127,2617,2025-03-30,Baja,Abandono / No regresó,,No se cuenta con tarjeta banca,2025-11-28T11:43:53.034118+00:00
4128,2486,2025-03-31,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4129,2488,2025-03-31,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4130,2489,2025-03-31,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4131,2559,2025-03-31,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4132,2562,2025-03-31,Baja,Otra razón,,Voluntaria,2025-11-28T11:43:53.034118+00:00
4133,2078,2025-04-01,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4134,2369,2025-04-02,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4135,2495,2025-04-07,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4136,2621,2025-04-10,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4137,2627,2025-04-10,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4138,2354,2025-04-11,Baja,No le gustaron las instalaciones,,,2025-11-28T11:43:53.034118+00:00
4139,2631,2025-04-13,Baja,Motivos de salud,,,2025-11-28T11:43:53.034118+00:00
4140,2632,2025-04-13,Baja,Otro trabajo mejor compensado,,,2025-11-28T11:43:53.034118+00:00
4141,18,2025-04-15,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4142,2088,2025-04-22,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4143,2292,2025-04-25,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4144,2511,2025-04-25,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4145,2633,2025-04-26,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4146,2629,2025-04-28,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4147,2139,2025-05-02,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4148,2525,2025-05-02,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4149,2592,2025-05-06,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4150,2583,2025-05-07,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4151,2566,2025-05-09,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4152,2598,2025-05-10,Baja,Abandono / No regresó,,4 faltas en un periodo de 30 d,2025-11-28T11:43:53.034118+00:00
4153,2577,2025-05-12,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4154,2642,2025-05-12,Baja,Rescisión por disciplina,,,2025-11-28T11:43:53.034118+00:00
4155,1947,2025-05-13,Baja,Rescisión por desempeño,,,2025-11-28T11:43:53.034118+00:00
4156,2477,2025-05-13,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4157,2630,2025-05-15,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4158,2283,2025-05-16,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4159,2638,2025-05-16,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4160,1407,2025-05-19,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4161,2400,2025-05-22,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4162,1568,2025-05-23,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4163,2534,2025-05-23,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4164,2646,2025-05-23,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4165,2595,2025-05-24,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4166,2596,2025-05-24,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4167,2591,2025-05-25,Baja,Término del contrato,,,2025-11-28T11:43:53.034118+00:00
4168,2178,2025-05-27,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4169,2446,2025-05-27,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4170,2338,2025-05-29,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4171,2619,2025-05-30,Baja,Otra razón,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
4172,2504,2025-05-31,Baja,Otra razón,,Voluntaria,2025-11-28T11:43:53.034118+00:00
4173,2505,2025-05-31,Baja,Otro trabajo mejor compensado,,,2025-11-28T11:43:53.034118+00:00
4174,2533,2025-05-31,Baja,Otra razón,,Voluntario,2025-11-28T11:43:53.034118+00:00
4175,2656,2025-05-31,Baja,Abandono / No regresó,,,2025-11-28T11:43:53.034118+00:00
4176,2576,2025-06-03,Baja,Otro trabajo mejor compensado,,VOLUNTARIA,2025-11-28T11:43:53.034118+00:00
