id,numero_empleado,fecha,dia_semana,horas_trabajadas,horas_incidencia,presente,fecha_creacion
5522,921,2025-10-21,SAB,9,0,true,2025-11-01T21:03:47.104679+00:00
5523,921,2025-10-22,DOM,9,0,true,2025-11-01T21:03:47.104679+00:00
5524,930,2025-10-16,LUN,9,0,true,2025-11-01T21:03:47.104679+00:00
5525,930,2025-10-17,MAR,9,0,true,2025-11-01T21:03:47.104679+00:00
5526,930,2025-10-18,MIE,8,0,true,2025-11-01T21:03:47.104679+00:00
5527,930,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5528,930,2025-10-20,VIE,9,0,true,2025-11-01T21:03:47.104679+00:00
5529,930,2025-10-21,SAB,9,0,true,2025-11-01T21:03:47.104679+00:00
5530,930,2025-10-22,DOM,9,0,true,2025-11-01T21:03:47.104679+00:00
5531,931,2025-10-16,LUN,9,0,true,2025-11-01T21:03:47.104679+00:00
5532,931,2025-10-17,MAR,9,0,true,2025-11-01T21:03:47.104679+00:00
5533,931,2025-10-18,MIE,8,0,true,2025-11-01T21:03:47.104679+00:00
5534,931,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5535,931,2025-10-20,VIE,9,0,true,2025-11-01T21:03:47.104679+00:00
5536,931,2025-10-21,SAB,9,0,true,2025-11-01T21:03:47.104679+00:00
5537,931,2025-10-22,DOM,9,0,true,2025-11-01T21:03:47.104679+00:00
5538,944,2025-10-16,LUN,8,0,true,2025-11-01T21:03:47.104679+00:00
5539,944,2025-10-17,MAR,8,0,true,2025-11-01T21:03:47.104679+00:00
5540,944,2025-10-18,MIE,5,0,true,2025-11-01T21:03:47.104679+00:00
5541,944,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5542,944,2025-10-20,VIE,8,0,true,2025-11-01T21:03:47.104679+00:00
5543,944,2025-10-21,SAB,8,0,true,2025-11-01T21:03:47.104679+00:00
5544,944,2025-10-22,DOM,8,0,true,2025-11-01T21:03:47.104679+00:00
5545,975,2025-10-16,LUN,8,0,true,2025-11-01T21:03:47.104679+00:00
5546,975,2025-10-17,MAR,8,0,true,2025-11-01T21:03:47.104679+00:00
5547,975,2025-10-18,MIE,5,0,true,2025-11-01T21:03:47.104679+00:00
5548,975,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5549,975,2025-10-20,VIE,8,0,true,2025-11-01T21:03:47.104679+00:00
5550,975,2025-10-21,SAB,8,0,true,2025-11-01T21:03:47.104679+00:00
5551,975,2025-10-22,DOM,8,0,true,2025-11-01T21:03:47.104679+00:00
5552,1003,2025-10-16,LUN,0,0,true,2025-11-01T21:03:47.104679+00:00
5553,1003,2025-10-17,MAR,0,0,true,2025-11-01T21:03:47.104679+00:00
5554,1003,2025-10-18,MIE,0,0,true,2025-11-01T21:03:47.104679+00:00
5555,1003,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5556,1003,2025-10-20,VIE,8,0,true,2025-11-01T21:03:47.104679+00:00
5557,1003,2025-10-21,SAB,8,0,true,2025-11-01T21:03:47.104679+00:00
5558,1003,2025-10-22,DOM,8,0,true,2025-11-01T21:03:47.104679+00:00
5559,1012,2025-10-16,LUN,8,0,true,2025-11-01T21:03:47.104679+00:00
5560,1012,2025-10-17,MAR,8,0,true,2025-11-01T21:03:47.104679+00:00
5561,1012,2025-10-18,MIE,5,0,true,2025-11-01T21:03:47.104679+00:00
5562,1012,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5563,1012,2025-10-20,VIE,8,0,true,2025-11-01T21:03:47.104679+00:00
5564,1012,2025-10-21,SAB,8,0,true,2025-11-01T21:03:47.104679+00:00
5565,1012,2025-10-22,DOM,8,0,true,2025-11-01T21:03:47.104679+00:00
5566,1033,2025-10-16,LUN,8,0,true,2025-11-01T21:03:47.104679+00:00
5567,1033,2025-10-17,MAR,8,0,true,2025-11-01T21:03:47.104679+00:00
5568,1033,2025-10-18,MIE,5,0,true,2025-11-01T21:03:47.104679+00:00
5569,1033,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5570,1033,2025-10-20,VIE,8,0,true,2025-11-01T21:03:47.104679+00:00
5571,1033,2025-10-21,SAB,8,0,true,2025-11-01T21:03:47.104679+00:00
5572,1033,2025-10-22,DOM,8,0,true,2025-11-01T21:03:47.104679+00:00
5573,1046,2025-10-16,LUN,9,0,true,2025-11-01T21:03:47.104679+00:00
5574,1046,2025-10-17,MAR,9,0,true,2025-11-01T21:03:47.104679+00:00
5575,1046,2025-10-18,MIE,8,0,true,2025-11-01T21:03:47.104679+00:00
5576,1046,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5577,1046,2025-10-20,VIE,9,0,true,2025-11-01T21:03:47.104679+00:00
5578,1046,2025-10-21,SAB,9,0,true,2025-11-01T21:03:47.104679+00:00
5579,1046,2025-10-22,DOM,9,0,true,2025-11-01T21:03:47.104679+00:00
5580,1061,2025-10-16,LUN,8,0,true,2025-11-01T21:03:47.104679+00:00
5581,1061,2025-10-17,MAR,8,0,true,2025-11-01T21:03:47.104679+00:00
5582,1061,2025-10-18,MIE,5,0,true,2025-11-01T21:03:47.104679+00:00
5583,1061,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5584,1061,2025-10-20,VIE,0,0,true,2025-11-01T21:03:47.104679+00:00
5585,1061,2025-10-21,SAB,8,0,true,2025-11-01T21:03:47.104679+00:00
5586,1061,2025-10-22,DOM,8,0,true,2025-11-01T21:03:47.104679+00:00
5587,1084,2025-10-16,LUN,9,0,true,2025-11-01T21:03:47.104679+00:00
5588,1084,2025-10-17,MAR,9,0,true,2025-11-01T21:03:47.104679+00:00
5589,1084,2025-10-18,MIE,0,0,true,2025-11-01T21:03:47.104679+00:00
5590,1084,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5591,1084,2025-10-20,VIE,9,0,true,2025-11-01T21:03:47.104679+00:00
5592,1084,2025-10-21,SAB,9,0,true,2025-11-01T21:03:47.104679+00:00
5593,1084,2025-10-22,DOM,9,0,true,2025-11-01T21:03:47.104679+00:00
5594,1108,2025-10-16,LUN,9,0,true,2025-11-01T21:03:47.104679+00:00
5595,1108,2025-10-17,MAR,9,0,true,2025-11-01T21:03:47.104679+00:00
5596,1108,2025-10-18,MIE,0,0,true,2025-11-01T21:03:47.104679+00:00
5597,1108,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5598,1108,2025-10-20,VIE,9,0,true,2025-11-01T21:03:47.104679+00:00
5599,1108,2025-10-21,SAB,9,0,true,2025-11-01T21:03:47.104679+00:00
5600,1108,2025-10-22,DOM,9,0,true,2025-11-01T21:03:47.104679+00:00
5601,1130,2025-10-16,LUN,9,0,true,2025-11-01T21:03:47.104679+00:00
5602,1130,2025-10-17,MAR,9,0,true,2025-11-01T21:03:47.104679+00:00
5603,1130,2025-10-18,MIE,4,0,true,2025-11-01T21:03:47.104679+00:00
5604,1130,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5605,1130,2025-10-20,VIE,9,0,true,2025-11-01T21:03:47.104679+00:00
5606,1130,2025-10-21,SAB,9,0,true,2025-11-01T21:03:47.104679+00:00
5607,1130,2025-10-22,DOM,9,0,true,2025-11-01T21:03:47.104679+00:00
5608,1137,2025-10-16,LUN,10,0,true,2025-11-01T21:03:47.104679+00:00
5609,1137,2025-10-17,MAR,10,0,true,2025-11-01T21:03:47.104679+00:00
5610,1137,2025-10-18,MIE,0,0,true,2025-11-01T21:03:47.104679+00:00
5611,1137,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5612,1137,2025-10-20,VIE,10,0,true,2025-11-01T21:03:47.104679+00:00
5613,1137,2025-10-21,SAB,10,0,true,2025-11-01T21:03:47.104679+00:00
5614,1137,2025-10-22,DOM,10,0,true,2025-11-01T21:03:47.104679+00:00
5615,1138,2025-10-16,LUN,9,0,true,2025-11-01T21:03:47.104679+00:00
5616,1138,2025-10-17,MAR,9,0,true,2025-11-01T21:03:47.104679+00:00
5617,1138,2025-10-18,MIE,4,0,true,2025-11-01T21:03:47.104679+00:00
5618,1138,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5619,1138,2025-10-20,VIE,9,0,true,2025-11-01T21:03:47.104679+00:00
5620,1138,2025-10-21,SAB,9,0,true,2025-11-01T21:03:47.104679+00:00
5621,1138,2025-10-22,DOM,0,0,true,2025-11-01T21:03:47.104679+00:00
5622,1180,2025-10-16,LUN,0,0,true,2025-11-01T21:03:47.104679+00:00
5623,1180,2025-10-17,MAR,0,0,true,2025-11-01T21:03:47.104679+00:00
5624,1180,2025-10-18,MIE,8,0,true,2025-11-01T21:03:47.104679+00:00
5625,1180,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5626,1180,2025-10-20,VIE,9,0,true,2025-11-01T21:03:47.104679+00:00
5627,1180,2025-10-21,SAB,9,0,true,2025-11-01T21:03:47.104679+00:00
5628,1180,2025-10-22,DOM,9,0,true,2025-11-01T21:03:47.104679+00:00
5629,1205,2025-10-16,LUN,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5630,1205,2025-10-17,MAR,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5631,1205,2025-10-18,MIE,4.5,0,true,2025-11-01T21:03:47.104679+00:00
5632,1205,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5633,1205,2025-10-20,VIE,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5634,1205,2025-10-21,SAB,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5635,1205,2025-10-22,DOM,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5636,1245,2025-10-16,LUN,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5637,1245,2025-10-17,MAR,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5638,1245,2025-10-18,MIE,4.5,0,true,2025-11-01T21:03:47.104679+00:00
5639,1245,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5640,1245,2025-10-20,VIE,0,0,true,2025-11-01T21:03:47.104679+00:00
5641,1245,2025-10-21,SAB,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5642,1245,2025-10-22,DOM,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5643,1265,2025-10-16,LUN,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5644,1265,2025-10-17,MAR,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5645,1265,2025-10-18,MIE,4.5,0,true,2025-11-01T21:03:47.104679+00:00
5646,1265,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5647,1265,2025-10-20,VIE,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5648,1265,2025-10-21,SAB,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5649,1265,2025-10-22,DOM,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5650,1332,2025-10-16,LUN,8,0,true,2025-11-01T21:03:47.104679+00:00
5651,1332,2025-10-17,MAR,8,0,true,2025-11-01T21:03:47.104679+00:00
5652,1332,2025-10-18,MIE,5,0,true,2025-11-01T21:03:47.104679+00:00
5653,1332,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5654,1332,2025-10-20,VIE,8,0,true,2025-11-01T21:03:47.104679+00:00
5655,1332,2025-10-21,SAB,8,0,true,2025-11-01T21:03:47.104679+00:00
5656,1332,2025-10-22,DOM,8,0,true,2025-11-01T21:03:47.104679+00:00
5657,1353,2025-10-16,LUN,9,0,true,2025-11-01T21:03:47.104679+00:00
5658,1353,2025-10-17,MAR,9,0,true,2025-11-01T21:03:47.104679+00:00
5659,1353,2025-10-18,MIE,8,0,true,2025-11-01T21:03:47.104679+00:00
5660,1353,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5661,1353,2025-10-20,VIE,9,0,true,2025-11-01T21:03:47.104679+00:00
5662,1353,2025-10-21,SAB,9,0,true,2025-11-01T21:03:47.104679+00:00
5663,1353,2025-10-22,DOM,9,0,true,2025-11-01T21:03:47.104679+00:00
5664,1357,2025-10-16,LUN,9,0,true,2025-11-01T21:03:47.104679+00:00
5665,1357,2025-10-17,MAR,9,0,true,2025-11-01T21:03:47.104679+00:00
5666,1357,2025-10-18,MIE,4,0,true,2025-11-01T21:03:47.104679+00:00
5667,1357,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5668,1357,2025-10-20,VIE,9,0,true,2025-11-01T21:03:47.104679+00:00
5669,1357,2025-10-21,SAB,9,0,true,2025-11-01T21:03:47.104679+00:00
5670,1357,2025-10-22,DOM,9,0,true,2025-11-01T21:03:47.104679+00:00
5671,1367,2025-10-16,LUN,9,0,true,2025-11-01T21:03:47.104679+00:00
5672,1367,2025-10-17,MAR,9,0,true,2025-11-01T21:03:47.104679+00:00
5673,1367,2025-10-18,MIE,0,0,true,2025-11-01T21:03:47.104679+00:00
5674,1367,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5675,1367,2025-10-20,VIE,9,0,true,2025-11-01T21:03:47.104679+00:00
5676,1367,2025-10-21,SAB,9,0,true,2025-11-01T21:03:47.104679+00:00
5677,1367,2025-10-22,DOM,9,0,true,2025-11-01T21:03:47.104679+00:00
5678,1375,2025-10-16,LUN,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5679,1375,2025-10-17,MAR,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5680,1375,2025-10-18,MIE,4.5,0,true,2025-11-01T21:03:47.104679+00:00
5681,1375,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5682,1375,2025-10-20,VIE,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5683,1375,2025-10-21,SAB,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5684,1375,2025-10-22,DOM,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5685,1385,2025-10-16,LUN,0,0,true,2025-11-01T21:03:47.104679+00:00
5686,1385,2025-10-17,MAR,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5687,1385,2025-10-18,MIE,4.5,0,true,2025-11-01T21:03:47.104679+00:00
5688,1385,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5689,1385,2025-10-20,VIE,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5690,1385,2025-10-21,SAB,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5691,1385,2025-10-22,DOM,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5692,1412,2025-10-16,LUN,8,0,true,2025-11-01T21:03:47.104679+00:00
5693,1412,2025-10-17,MAR,8,0,true,2025-11-01T21:03:47.104679+00:00
5694,1412,2025-10-18,MIE,5,0,true,2025-11-01T21:03:47.104679+00:00
5695,1412,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5696,1412,2025-10-20,VIE,8,0,true,2025-11-01T21:03:47.104679+00:00
5697,1412,2025-10-21,SAB,8,0,true,2025-11-01T21:03:47.104679+00:00
5698,1412,2025-10-22,DOM,8,0,true,2025-11-01T21:03:47.104679+00:00
5699,1427,2025-10-16,LUN,9,0,true,2025-11-01T21:03:47.104679+00:00
5700,1427,2025-10-17,MAR,9,0,true,2025-11-01T21:03:47.104679+00:00
5701,1427,2025-10-18,MIE,8,0,true,2025-11-01T21:03:47.104679+00:00
5702,1427,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5703,1427,2025-10-20,VIE,9,0,true,2025-11-01T21:03:47.104679+00:00
5704,1427,2025-10-21,SAB,9,0,true,2025-11-01T21:03:47.104679+00:00
5705,1427,2025-10-22,DOM,9,0,true,2025-11-01T21:03:47.104679+00:00
5706,1429,2025-10-16,LUN,9,0,true,2025-11-01T21:03:47.104679+00:00
5707,1429,2025-10-17,MAR,9,0,true,2025-11-01T21:03:47.104679+00:00
5708,1429,2025-10-18,MIE,0,0,true,2025-11-01T21:03:47.104679+00:00
5709,1429,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5710,1429,2025-10-20,VIE,9,0,true,2025-11-01T21:03:47.104679+00:00
5711,1429,2025-10-21,SAB,9,0,true,2025-11-01T21:03:47.104679+00:00
5712,1429,2025-10-22,DOM,9,0,true,2025-11-01T21:03:47.104679+00:00
5713,1443,2025-10-16,LUN,8,0,true,2025-11-01T21:03:47.104679+00:00
5714,1443,2025-10-17,MAR,8,0,true,2025-11-01T21:03:47.104679+00:00
5715,1443,2025-10-18,MIE,0,0,true,2025-11-01T21:03:47.104679+00:00
5716,1443,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5717,1443,2025-10-20,VIE,8,0,true,2025-11-01T21:03:47.104679+00:00
5718,1443,2025-10-21,SAB,8,0,true,2025-11-01T21:03:47.104679+00:00
5719,1443,2025-10-22,DOM,8,0,true,2025-11-01T21:03:47.104679+00:00
5720,1453,2025-10-16,LUN,10,0,true,2025-11-01T21:03:47.104679+00:00
5721,1453,2025-10-17,MAR,10,0,true,2025-11-01T21:03:47.104679+00:00
5722,1453,2025-10-18,MIE,0,0,true,2025-11-01T21:03:47.104679+00:00
5723,1453,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5724,1453,2025-10-20,VIE,10,0,true,2025-11-01T21:03:47.104679+00:00
5725,1453,2025-10-21,SAB,10,0,true,2025-11-01T21:03:47.104679+00:00
5726,1453,2025-10-22,DOM,10,0,true,2025-11-01T21:03:47.104679+00:00
5727,1454,2025-10-16,LUN,9,0,true,2025-11-01T21:03:47.104679+00:00
5728,1454,2025-10-17,MAR,9,0,true,2025-11-01T21:03:47.104679+00:00
5729,1454,2025-10-18,MIE,4,0,true,2025-11-01T21:03:47.104679+00:00
5730,1454,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5731,1454,2025-10-20,VIE,9,0,true,2025-11-01T21:03:47.104679+00:00
5732,1454,2025-10-21,SAB,9,0,true,2025-11-01T21:03:47.104679+00:00
5733,1454,2025-10-22,DOM,9,0,true,2025-11-01T21:03:47.104679+00:00
5734,1458,2025-10-16,LUN,8,0,true,2025-11-01T21:03:47.104679+00:00
5735,1458,2025-10-17,MAR,8,0,true,2025-11-01T21:03:47.104679+00:00
5736,1458,2025-10-18,MIE,5,0,true,2025-11-01T21:03:47.104679+00:00
5737,1458,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5738,1458,2025-10-20,VIE,8,0,true,2025-11-01T21:03:47.104679+00:00
5739,1458,2025-10-21,SAB,8,0,true,2025-11-01T21:03:47.104679+00:00
5740,1458,2025-10-22,DOM,8,0,true,2025-11-01T21:03:47.104679+00:00
5741,1503,2025-10-16,LUN,9,0,true,2025-11-01T21:03:47.104679+00:00
5742,1503,2025-10-17,MAR,9,0,true,2025-11-01T21:03:47.104679+00:00
5743,1503,2025-10-18,MIE,0,0,true,2025-11-01T21:03:47.104679+00:00
5744,1503,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5745,1503,2025-10-20,VIE,9,0,true,2025-11-01T21:03:47.104679+00:00
5746,1503,2025-10-21,SAB,9,0,true,2025-11-01T21:03:47.104679+00:00
5747,1503,2025-10-22,DOM,9,0,true,2025-11-01T21:03:47.104679+00:00
5748,1519,2025-10-16,LUN,9,0,true,2025-11-01T21:03:47.104679+00:00
5749,1519,2025-10-17,MAR,9,0,true,2025-11-01T21:03:47.104679+00:00
5750,1519,2025-10-18,MIE,0,0,true,2025-11-01T21:03:47.104679+00:00
5751,1519,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5752,1519,2025-10-20,VIE,9,0,true,2025-11-01T21:03:47.104679+00:00
5753,1519,2025-10-21,SAB,9,0,true,2025-11-01T21:03:47.104679+00:00
5754,1519,2025-10-22,DOM,9,0,true,2025-11-01T21:03:47.104679+00:00
5755,1541,2025-10-16,LUN,9,0,true,2025-11-01T21:03:47.104679+00:00
5756,1541,2025-10-17,MAR,9,0,true,2025-11-01T21:03:47.104679+00:00
5757,1541,2025-10-18,MIE,8,0,true,2025-11-01T21:03:47.104679+00:00
5758,1541,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5759,1541,2025-10-20,VIE,9,0,true,2025-11-01T21:03:47.104679+00:00
5760,1541,2025-10-21,SAB,9,0,true,2025-11-01T21:03:47.104679+00:00
5761,1541,2025-10-22,DOM,9,0,true,2025-11-01T21:03:47.104679+00:00
5762,1553,2025-10-16,LUN,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5763,1553,2025-10-17,MAR,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5764,1553,2025-10-18,MIE,4.5,0,true,2025-11-01T21:03:47.104679+00:00
5765,1553,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5766,1553,2025-10-20,VIE,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5767,1553,2025-10-21,SAB,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5768,1553,2025-10-22,DOM,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5769,1566,2025-10-16,LUN,8,0,true,2025-11-01T21:03:47.104679+00:00
5770,1566,2025-10-17,MAR,8,0,true,2025-11-01T21:03:47.104679+00:00
5771,1566,2025-10-18,MIE,5,0,true,2025-11-01T21:03:47.104679+00:00
5772,1566,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5773,1566,2025-10-20,VIE,0,0,true,2025-11-01T21:03:47.104679+00:00
5774,1566,2025-10-21,SAB,0,0,true,2025-11-01T21:03:47.104679+00:00
5775,1566,2025-10-22,DOM,8,0,true,2025-11-01T21:03:47.104679+00:00
5776,1586,2025-10-16,LUN,8,0,true,2025-11-01T21:03:47.104679+00:00
5777,1586,2025-10-17,MAR,8,0,true,2025-11-01T21:03:47.104679+00:00
5778,1586,2025-10-18,MIE,5,0,true,2025-11-01T21:03:47.104679+00:00
5779,1586,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5780,1586,2025-10-20,VIE,8,0,true,2025-11-01T21:03:47.104679+00:00
5781,1586,2025-10-21,SAB,8,0,true,2025-11-01T21:03:47.104679+00:00
5782,1586,2025-10-22,DOM,8,0,true,2025-11-01T21:03:47.104679+00:00
5783,1590,2025-10-16,LUN,8,0,true,2025-11-01T21:03:47.104679+00:00
5784,1590,2025-10-17,MAR,8,0,true,2025-11-01T21:03:47.104679+00:00
5785,1590,2025-10-18,MIE,5,0,true,2025-11-01T21:03:47.104679+00:00
5786,1590,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5787,1590,2025-10-20,VIE,8,0,true,2025-11-01T21:03:47.104679+00:00
5788,1590,2025-10-21,SAB,8,0,true,2025-11-01T21:03:47.104679+00:00
5789,1590,2025-10-22,DOM,8,0,true,2025-11-01T21:03:47.104679+00:00
5790,1607,2025-10-16,LUN,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5791,1607,2025-10-17,MAR,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5792,1607,2025-10-18,MIE,4.5,0,true,2025-11-01T21:03:47.104679+00:00
5793,1607,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5794,1607,2025-10-20,VIE,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5795,1607,2025-10-21,SAB,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5796,1607,2025-10-22,DOM,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5797,1631,2025-10-16,LUN,0,0,true,2025-11-01T21:03:47.104679+00:00
5798,1631,2025-10-17,MAR,0,0,true,2025-11-01T21:03:47.104679+00:00
5799,1631,2025-10-18,MIE,0,0,true,2025-11-01T21:03:47.104679+00:00
5800,1631,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5801,1631,2025-10-20,VIE,0,0,true,2025-11-01T21:03:47.104679+00:00
5802,1631,2025-10-21,SAB,0,0,true,2025-11-01T21:03:47.104679+00:00
5803,1631,2025-10-22,DOM,0,0,true,2025-11-01T21:03:47.104679+00:00
5804,1648,2025-10-16,LUN,9,0,true,2025-11-01T21:03:47.104679+00:00
5805,1648,2025-10-17,MAR,9,0,true,2025-11-01T21:03:47.104679+00:00
5806,1648,2025-10-18,MIE,8,0,true,2025-11-01T21:03:47.104679+00:00
5807,1648,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5808,1648,2025-10-20,VIE,9,0,true,2025-11-01T21:03:47.104679+00:00
5809,1648,2025-10-21,SAB,9,0,true,2025-11-01T21:03:47.104679+00:00
5810,1648,2025-10-22,DOM,9,0,true,2025-11-01T21:03:47.104679+00:00
5811,1671,2025-10-16,LUN,9,0,true,2025-11-01T21:03:47.104679+00:00
5812,1671,2025-10-17,MAR,9,0,true,2025-11-01T21:03:47.104679+00:00
5813,1671,2025-10-18,MIE,4,0,true,2025-11-01T21:03:47.104679+00:00
5814,1671,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5815,1671,2025-10-20,VIE,9,0,true,2025-11-01T21:03:47.104679+00:00
5816,1671,2025-10-21,SAB,9,0,true,2025-11-01T21:03:47.104679+00:00
5817,1671,2025-10-22,DOM,9,0,true,2025-11-01T21:03:47.104679+00:00
5818,1713,2025-10-16,LUN,8,0,true,2025-11-01T21:03:47.104679+00:00
5819,1713,2025-10-17,MAR,8,0,true,2025-11-01T21:03:47.104679+00:00
5820,1713,2025-10-18,MIE,5,0,true,2025-11-01T21:03:47.104679+00:00
5821,1713,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5822,1713,2025-10-20,VIE,8,0,true,2025-11-01T21:03:47.104679+00:00
5823,1713,2025-10-21,SAB,8,0,true,2025-11-01T21:03:47.104679+00:00
5824,1713,2025-10-22,DOM,8,0,true,2025-11-01T21:03:47.104679+00:00
5825,1718,2025-10-16,LUN,8,0,true,2025-11-01T21:03:47.104679+00:00
5826,1718,2025-10-17,MAR,8,0,true,2025-11-01T21:03:47.104679+00:00
5827,1718,2025-10-18,MIE,5,0,true,2025-11-01T21:03:47.104679+00:00
5828,1718,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5829,1718,2025-10-20,VIE,8,0,true,2025-11-01T21:03:47.104679+00:00
5830,1718,2025-10-21,SAB,8,0,true,2025-11-01T21:03:47.104679+00:00
5831,1718,2025-10-22,DOM,8,0,true,2025-11-01T21:03:47.104679+00:00
5832,1725,2025-10-16,LUN,8,0,true,2025-11-01T21:03:47.104679+00:00
5833,1725,2025-10-17,MAR,8,0,true,2025-11-01T21:03:47.104679+00:00
5834,1725,2025-10-18,MIE,5,0,true,2025-11-01T21:03:47.104679+00:00
5835,1725,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5836,1725,2025-10-20,VIE,8,0,true,2025-11-01T21:03:47.104679+00:00
5837,1725,2025-10-21,SAB,8,0,true,2025-11-01T21:03:47.104679+00:00
5838,1725,2025-10-22,DOM,8,0,true,2025-11-01T21:03:47.104679+00:00
5839,1740,2025-10-16,LUN,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5840,1740,2025-10-17,MAR,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5841,1740,2025-10-18,MIE,4.5,0,true,2025-11-01T21:03:47.104679+00:00
5842,1740,2025-10-19,JUE,0,0,true,2025-11-01T21:03:47.104679+00:00
5843,1740,2025-10-20,VIE,8.5,0,true,2025-11-01T21:03:47.104679+00:00
5844,1740,2025-10-21,SAB,8.5,0,true,2025-11-01T21:03:47.104679+00:00
